1.00E+00,9.38E-01,1.09E+00,1.04E+00
1.00E+00,1.17E+00,9.03E-01,1.02E+00
1.00E+00,1.20E+00,1.06E+00,1.10E+00
1.00E+00,9.04E-01,1.14E+00,7.53E-01
1.00E+00,9.11E-01,1.12E+00,7.12E-01
1.00E+00,1.17E+00,7.78E-01,1.22E+00
1.00E+00,1.08E+00,6.83E-01,1.22E+00
1.00E+00,9.30E-01,1.11E+00,9.56E-01
1.00E+00,1.02E+00,7.16E-01,1.31E+00
1.00E+00,8.54E-01,9.74E-01,1.24E+00
1.00E+00,1.11E+00,7.55E-01,1.00E+00
1.00E+00,8.58E-01,6.63E-01,1.14E+00
1.00E+00,1.03E+00,8.33E-01,9.32E-01
1.00E+00,1.08E+00,1.12E+00,1.12E+00
1.00E+00,9.58E-01,9.59E-01,1.24E+00
1.00E+00,1.01E+00,6.88E-01,8.69E-01
1.00E+00,1.18E+00,9.47E-01,1.01E+00
1.00E+00,1.15E+00,8.54E-01,1.27E+00
1.00E+00,1.02E+00,7.34E-01,1.28E+00
1.00E+00,8.80E-01,8.54E-01,1.03E+00
1.00E+00,9.33E-01,6.13E-01,6.54E-01
1.00E+00,1.06E+00,7.26E-01,1.38E+00
1.00E+00,9.10E-01,9.03E-01,9.46E-01
1.00E+00,1.19E+00,8.56E-01,6.20E-01
1.00E+00,1.01E+00,6.19E-01,1.00E+00
1.00E+00,8.15E-01,8.45E-01,7.27E-01
1.00E+00,1.17E+00,8.78E-01,1.05E+00
1.00E+00,1.18E+00,9.49E-01,9.52E-01
1.00E+00,8.18E-01,1.07E+00,8.26E-01
1.00E+00,8.65E-01,1.11E+00,7.98E-01
1.00E+00,1.19E+00,7.94E-01,1.20E+00
1.00E+00,9.21E-01,8.07E-01,6.51E-01
1.00E+00,8.59E-01,1.02E+00,8.73E-01
1.00E+00,8.13E-01,1.04E+00,9.20E-01
1.00E+00,1.07E+00,9.93E-01,7.77E-01
1.00E+00,9.81E-01,8.66E-01,9.87E-01
1.00E+00,9.89E-01,1.02E+00,6.74E-01
1.00E+00,1.11E+00,1.08E+00,8.92E-01
1.00E+00,8.84E-01,1.08E+00,7.27E-01
1.00E+00,9.19E-01,8.73E-01,1.09E+00
1.00E+00,1.06E+00,8.89E-01,1.12E+00
1.00E+00,9.41E-01,1.05E+00,8.42E-01
1.00E+00,9.53E-01,1.14E+00,1.33E+00
1.00E+00,9.75E-01,6.42E-01,8.11E-01
1.00E+00,8.89E-01,1.18E+00,1.33E+00
1.00E+00,8.17E-01,9.32E-01,1.24E+00
1.00E+00,9.97E-01,6.12E-01,1.36E+00
1.00E+00,8.05E-01,1.13E+00,8.94E-01
1.00E+00,1.17E+00,1.15E+00,1.07E+00
1.00E+00,9.76E-01,9.96E-01,1.06E+00
