1.73E-01,1.70E-01,1.95E-01,3.92E-02,6.59E-02,0.00E+00,0.00E+00,3.46E-01,0.00E+00,1.10E-02,8.90E-01
1.74E-01,1.76E-01,2.39E-01,4.43E-02,7.21E-02,0.00E+00,0.00E+00,2.87E-01,0.00E+00,7.31E-03,9.10E-01
1.65E-01,1.53E-01,1.93E-01,3.38E-02,6.77E-02,0.00E+00,0.00E+00,3.77E-01,0.00E+00,9.85E-03,8.40E-01
1.74E-01,1.68E-01,1.99E-01,3.99E-02,6.47E-02,0.00E+00,0.00E+00,3.46E-01,0.00E+00,8.00E-03,8.80E-01
1.46E-01,1.43E-01,1.83E-01,3.40E-02,6.47E-02,0.00E+00,0.00E+00,4.04E-01,0.00E+00,2.59E-02,8.20E-01
1.43E-01,1.42E-01,1.78E-01,3.85E-02,5.94E-02,0.00E+00,0.00E+00,3.95E-01,0.00E+00,4.46E-02,7.50E-01
1.26E-01,1.29E-01,1.64E-01,4.35E-02,5.82E-02,0.00E+00,0.00E+00,4.08E-01,0.00E+00,7.08E-02,8.30E-01
1.33E-01,1.38E-01,1.69E-01,4.84E-02,6.36E-02,0.00E+00,0.00E+00,3.72E-01,0.00E+00,7.63E-02,8.40E-01
1.25E-01,1.25E-01,1.59E-01,3.94E-02,5.95E-02,0.00E+00,0.00E+00,4.12E-01,0.00E+00,8.05E-02,8.70E-01
1.40E-01,1.42E-01,1.75E-01,4.34E-02,6.21E-02,0.00E+00,0.00E+00,3.70E-01,0.00E+00,6.70E-02,8.90E-01
1.40E-01,1.37E-01,1.79E-01,3.87E-02,6.60E-02,0.00E+00,0.00E+00,3.81E-01,0.00E+00,5.75E-02,8.70E-01
1.56E-01,1.52E-01,1.87E-01,3.86E-02,6.68E-02,0.00E+00,0.00E+00,3.55E-01,0.00E+00,4.42E-02,8.90E-01
