2.02E-01,1.63E-01,2.77E-01,1.94E-01,0.00E+00,8.96E-02,4.42E-04,2.42E-02,1.34E-02,0.00E+00,8.80E-03,0.00E+00,6.34E-03,5.00E-03,6.64E-03,8.73E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.89
2.12E-01,1.70E-01,3.19E-01,1.50E-01,0.00E+00,4.71E-02,1.29E-02,1.49E-02,9.80E-03,0.00E+00,1.12E-02,0.00E+00,9.21E-03,6.82E-03,2.30E-02,1.37E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.91
2.17E-01,1.57E-01,2.42E-01,1.99E-01,0.00E+00,5.52E-02,2.18E-04,2.21E-02,1.08E-02,0.00E+00,8.17E-03,0.00E+00,7.87E-03,5.30E-03,5.76E-02,1.69E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.84
2.26E-01,1.67E-01,2.88E-01,1.60E-01,0.00E+00,5.12E-02,1.50E-02,2.80E-02,1.26E-02,0.00E+00,1.18E-02,0.00E+00,1.14E-02,8.73E-03,7.71E-03,1.33E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.88
2.14E-01,1.67E-01,2.62E-01,1.98E-01,0.00E+00,7.15E-02,5.38E-05,3.28E-02,1.42E-02,0.00E+00,9.06E-03,0.00E+00,8.61E-03,6.49E-03,5.91E-03,9.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.82
1.95E-01,1.55E-01,3.41E-01,1.49E-01,0.00E+00,6.44E-02,1.57E-02,1.76E-02,1.00E-02,0.00E+00,1.40E-02,0.00E+00,9.63E-03,7.84E-03,7.48E-03,1.34E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.75
1.96E-01,1.62E-01,2.97E-01,2.01E-01,0.00E+00,7.48E-02,1.98E-04,2.49E-02,8.60E-03,0.00E+00,9.48E-03,0.00E+00,6.84E-03,5.49E-03,6.17E-03,7.52E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.83
1.79E-01,1.48E-01,3.81E-01,1.46E-01,0.00E+00,6.26E-02,1.46E-02,1.47E-02,7.29E-03,0.00E+00,8.66E-03,0.00E+00,7.54E-03,6.54E-03,1.10E-02,1.30E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.84
2.02E-01,1.61E-01,2.89E-01,2.14E-01,0.00E+00,6.33E-02,2.99E-04,2.62E-02,9.78E-03,0.00E+00,7.33E-03,0.00E+00,6.90E-03,5.32E-03,5.83E-03,8.76E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.87
1.88E-01,1.53E-01,3.69E-01,1.46E-01,0.00E+00,6.66E-02,1.32E-02,1.42E-02,8.98E-03,0.00E+00,6.99E-03,0.00E+00,8.13E-03,6.69E-03,6.89E-03,1.21E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.89
2.17E-01,1.66E-01,2.79E-01,2.09E-01,0.00E+00,5.70E-02,2.71E-04,2.81E-02,1.04E-02,0.00E+00,1.06E-02,0.00E+00,6.06E-03,4.56E-03,4.76E-03,8.61E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.87
2.12E-01,1.69E-01,3.24E-01,1.53E-01,0.00E+00,5.81E-02,1.25E-02,1.52E-02,1.16E-02,0.00E+00,1.14E-02,0.00E+00,8.34E-03,6.76E-03,4.80E-03,1.31E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0,0,0,0.89
